C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.15CEST23:05:36

coord 12 59 48.7  +27 58 50 (ICRS, J2000, 2000), radius: 8 deg
--------------------------------------------------------------

Number of objects : 10000  (truncated to 10000 objects)

  #  |dist(asec)|             identifier              |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|----------|-------------------------------------|---|-----------------------------|------|------|------|------|------|---------------|----|----
177  |    210.36|2MASX J12595670+2755483              |GiC|12 59 56.700 +27 55 48.30    |16.72 |16.765|15.42 |15.231|14.592|~              |  36|   0
178  |    210.75|[AGO2007] 204                        |PN?|12 59 39.35 +27 55 59.5      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
179  |    211.25|[EDG2007] 312                        |G  |12 59 49.95 +27 55 19.4      |19.996|19.364|19.309|17.936|17.752|~              |   1|   0
180  |    211.36|NGC 4873                             |GiG|12 59 32.765 +27 59 00.81    |15.53 |15.4  |14.13 |13.941|13.224|~              |  69|   0
181  |    212.06|[EDG2007] 720                        |G  |13 00 04.47 +27 58 13.6      |22.066|22.963|19.111|18.242|20.115|~              |   1|   0
182  |    212.07|[CTM2010] 191006                     |G  |12 59 32.7534 +27 58 31.239  |     ~|     ~|     ~|22.88 |22.60 |~              |   3|   0
183  |    214.37|[CTM2010] 190565                     |G  |12 59 32.75 +27 59 26.3      |     ~|     ~|     ~|22.00 |23.64 |~              |   1|   0
184  |    215.18|[AGO2007] 208                        |PN?|12 59 37.95 +27 56 08.7      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
185  |    217.55|[UBM96] 3                            |G  |12 59 52.7 +27 55 19         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
186  |    218.03|NGC 4883                             |GiG|12 59 56.019 +28 02 05.30    |15.76 |15.2  |14.27 |13.872|13.165|~              |  54|   0
187  |    218.15|2MASX J12594234+2755287              |GiC|12 59 42.345 +27 55 28.76    |17.64 |16.553|15.42 |15.051|14.373|~              |  47|   0
188  |    218.23|CAIRNS J130005.15+275835.8           |GiC|13 00 05.14 +27 58 36.0      |18.429|17.925|17.075|16.268|15.532|~              |   4|   0
189  |    218.42|[CTM2010] 120985                     |G  |12 59 36.1882 +28 01 12.299  |     ~|     ~|     ~|22.04 |22.31 |~              |   4|   0
190  |    219.36|[AGO2007] 215                        |PN?|12 59 43.51 +27 55 21.7      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
191  |    220.69|[MGH2010] J125933.60+275716.8        |G? |12 59 33.60 +27 57 16.8      |     ~|     ~|     ~|     ~|22.77 |~              |   1|   0
192  |    220.81|[MGH2010] J125932.33+275808.4        |G? |12 59 32.33 +27 58 08.4      |     ~|     ~|     ~|     ~|22.40 |~              |   1|   0
193  |    222.34|[CG99] SA1656-9                      |G  |12 59 47.051 +27 55 08.74    |     ~|21.96 |21.24 |20.84 |20.63 |~              |   2|   0
194  |    222.79|2MASS J13000109+2801207              |*  |13 00 01.09 +28 01 20.7      |20.849|20.656|19.123|18.173|17.01 |~              |   1|   0
195  |    223.24|GMP 3326                             |G  |12 59 35.925 +27 56 24.44    |     ~|21.57 |20.86 |19.99 |19.70 |~              |   2|   0
196  |    223.33|[EDG2007] 510                        |G  |12 59 40.04 +27 55 38.4      |20.935|20.96 |20.502|19.3  |19.107|~              |   1|   0
197  |    226.47|[EDG2007] 634                        |GiC|13 00 04.00 +28 00 31.1      |20.50 |20.05 |19.33 |18.74 |18.23 |~              |   5|   0
198  |    226.68|RSCG 67                              |GrG|12 59 32.732 +27 57 28.57    |     ~|24.54 |23.46 |22.24 |     ~|~              |   4|   0
199  |    227.07|[UBM96] 11                           |G  |12 59 37.6 +27 55 57         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
200  |    227.39|GMP 3261                             |G  |12 59 40.0 +27 55 34         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
201  |    227.60|GMP 2988                             |G  |13 00 03.208 +27 56 48.12    |     ~|21.10 |20.47 |19.76 |19.42 |~              |   2|   0
202  |    228.15|NGC 4872                             |AGN|12 59 34.119 +27 56 48.61    |15.58 |14.7  |14.10 |14.092|13.423|~              |  68|   0
203  |    228.39|[EF2011] 3445                        |G  |12 59 49.120 +27 55 01.68    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
204  |    228.45|[AGO2007] 216                        |PN?|12 59 49.33 +27 55 01.7      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
205  |    228.64|[CG99] SA1656-13                     |G  |13 00 03.0 +27 56 42         |     ~|25.08 |     ~|     ~|     ~|~              |   1|   0
206  |    229.50|[MGH2010] J125932.38+280007.1        |G? |12 59 32.38 +28 00 07.1      |     ~|     ~|     ~|     ~|23.46 |~              |   1|   0
207  |    230.75|LEDA 44708                           |GiC|13 00 06.108 +27 58 41.87    |17.241|16.9  |15.994|15.46 |14.743|~              |  11|   0
208  |    231.85|[MGH2010] J125931.23+275835.9        |G? |12 59 31.23 +27 58 35.9      |     ~|     ~|     ~|     ~|23.27 |~              |   1|   0
209  |    231.91|[AGO2007] 214                        |PN?|12 59 47.33 +27 54 58.8      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
210  |    233.12|[OSR2002] b062                       |GiC|12 59 32.09 +28 00 07.1      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
211  |    233.15|[CTM2010] 190797                     |G  |12 59 31.73 +27 57 48.2      |     ~|     ~|     ~|21.79 |21.58 |~              |   1|   0
212  |    233.18|2MASS J12593280+2800303              |*  |12 59 32.81 +28 00 30.4      |20.902|19.815|18.405|17.463|16.387|~              |   1|   0
213  |    233.37|[EDG2007] 715                        |*  |12 59 32.11 +28 00 08.6      |20.373|19.945|19.095|18.589|18.115|~              |   1|   0
214  |    234.37|GMP 3364                             |G  |12 59 33.0 +27 57 02         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
215  |    238.53|[MGH2010] J125931.05+275802.8        |G? |12 59 31.05 +27 58 02.8      |     ~|     ~|     ~|     ~|23.34 |~              |   1|   0
216  |    240.05|[MGH2010] J125930.83+275810.2        |G? |12 59 30.83 +27 58 10.2      |     ~|     ~|     ~|     ~|22.26 |~              |   1|   0
217  |    240.36|[EDG2007] 519                        |*  |12 59 39.09 +28 02 13.9      |46.415|49.076|20.887|20.326|19.26 |~              |   1|   0
218  |    240.89|[CTM2010] 1042434                    |G  |13 00 06.7017 +27 59 24.178  |     ~|     ~|     ~|23.49 |     ~|~              |   1|   0
219  |    241.12|[CTM2010] 190183                     |G  |12 59 30.6995 +27 59 25.881  |     ~|     ~|     ~|23.22 |23.93 |~              |   1|   0
220  |    241.50|GMP 3322                             |G  |12 59 35.9 +28 01 42         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
221  |    242.45|CAIRNS J130002.78+280122.8           |GiC|13 00 02.87 +28 01 23.5      |20.003|19.873|18.597|17.983|17.256|~              |   3|   0
222  |    243.54|LEDA 1821898                         |GiC|12 59 35.180 +27 56 05.00    |18.974|18.894|18.055|17.607|17.065|~              |  14|   0
223  |    244.51|LEDA 126776                          |GiC|12 59 55.698 +27 55 03.75    |19.979|19.40 |18.60 |17.98 |17.46 |~              |  13|   0
224  |    245.16|GMP 3163                             |G  |12 59 46.9 +28 02 54         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
225  |    245.30|LEDA 1821341                         |GiC|12 59 50.183 +27 54 45.49    |18.60 |18.68 |17.49 |17.07 |16.62 |~              |  16|   0
226  |    246.87|[AGO2007] 224                        |PN?|12 59 43.75 +27 54 52.0      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
227  |    247.67|GMP 3378                             |G  |12 59 31.8 +28 00 36         |     ~|     ~|     ~|21.81 |21.60 |~              |   2|   0
228  |    248.03|[CG99] SA1656-10                     |G  |12 59 49.0 +27 54 42         |     ~|23.49 |     ~|     ~|     ~|~              |   1|   0
229  |    248.26|GMP 3386                             |G  |12 59 31.644 +28 00 32.97    |     ~|21.91 |21.35 |20.99 |20.77 |~              |   2|   0
230  |    249.34|2MASS J12594500+2802545              |*  |12 59 45.01 +28 02 54.5      |20.859|19.795|18.273|17.197|15.83 |~              |   1|   0
231  |    249.61|IC 4011                              |GiC|13 00 06.438 +28 00 14.29    |16.37 |16.207|15.05 |14.661|14.002|~              |  54|   0
232  |    249.79|[AGO2007] 223                        |PN?|12 59 45.65 +27 54 43.5      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
233  |    249.93|2MASS J12595138+2802573              |*  |12 59 51.38 +28 02 57.4      |20.991|19.741|18.264|17.42 |16.558|~              |   1|   0
234  |    250.51|[HVH2010] Comai J125931.115+275717.73|GiC|12 59 31.10 +27 57 18.4      |18.56 |18.295|17.445|16.813|16.154|~              |   7|   0
235  |    251.21|[ANM98] -2.77+1.41                   |GiC|12 59 54.3 +27 54 50         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
236  |    251.84|NGC 4876                             |GiG|12 59 44.381 +27 54 44.75    |15.61 |15.1  |14.18 |13.992|13.333|~              |  77|   0
237  |    253.37|Weis 63432                           |*  |13 00 04.0 +27 56 18         |     ~|14.12 |13.26 |     ~|     ~|~              |   0|   0
238  |    253.56|CAIRNS J125933.66+275613.2           |GiC|12 59 33.66 +27 56 13.2      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
239  |    253.65|[K94] 125742.27+281342.8             |Rad|13 00 06.96 +27 57 33.7      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
240  |    254.22|[CTM2010] 1038505                    |G  |13 00 05.3796 +27 56 44.327  |     ~|     ~|     ~|23.10 |23.12 |~              |   1|   0
241  |    255.72|[UBM96] 13                           |G  |12 59 35.7 +27 55 41         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
242  |    256.18|[EDG2007] 239                        |GiC|12 59 50.00 +27 54 34.4      |19.768|19.558|18.674|18.082|17.423|~              |   3|   0
243  |    256.46|[EDG2007] 589                        |G  |13 00 07.39 +27 59 57.0      |23.509|24.157|21.268|19.732|18.899|~              |   1|   0
244  |    257.26|NGC 4889                             |BiC|13 00 08.097 +27 58 37.29    |12.93 |13.0  |11.30 |11.652|10.906|~              | 396|   1
245  |    259.04|[MGH2010] J125930.74+275707.6        |G? |12 59 30.74 +27 57 07.6      |     ~|     ~|     ~|     ~|22.87 |~              |   1|   0
246  |    259.81|[EDG2007] 744                        |G  |13 00 05.19 +27 56 29.4      |20.22 |19.995|19.31 |18.933|18.265|~              |   2|   0
247  |    260.57|[CG99] SA1656-58                     |GrG|12 59 50.0 +27 54 30         |     ~|22.59 |     ~|     ~|     ~|~              |   1|   0
248  |    261.56|LEDA 126768                          |GiC|13 00 07.474 +27 57 29.05    |19.19 |18.963|18.06 |17.558|16.899|~              |  10|   0
249  |    262.87|[ANM98] -2.37+1.11                   |GiC|12 59 52.5 +27 54 32         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
250  |    263.00|NGC 4871                             |AGN|12 59 29.962 +27 57 23.14    |15.59 |15.1  |14.07 |13.801|13.113|~              |  60|   0
251  |    263.86|[UBM96] 9                            |G  |12 59 41.9 +27 54 42         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
252  |    264.34|GMP 3156                             |G  |12 59 47.681 +27 54 26.01    |     ~|20.99 |20.31 |19.73 |19.30 |~              |   2|   0
253  |    265.74|[CTM2010] 120551                     |G  |12 59 34.78 +28 02 01.4      |     ~|     ~|     ~|22.01 |22.05 |~              |   1|   0
254  |    266.43|CAIRNS J125947.21+280315.7           |GiC|12 59 47.21 +28 03 15.7      |     ~|     ~|     ~|     ~|     ~|~              |   5|   0
255  |    266.60|GMP 3182                             |G  |12 59 45.542 +28 03 13.30    |     ~|21.23 |20.56 |19.89 |19.42 |~              |   2|   0
256  |    267.92|[EDG2007] 437                        |G  |13 00 07.75 +28 00 20.1      |20.957|22.021|19.984|18.81 |18.084|~              |   1|   0
257  |    268.55|GMP 3394                             |G  |12 59 30.8 +27 56 44         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
258  |    268.99|[ANM98] -3.14+1.22                   |GiC|12 59 56.0 +27 54 39         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
259  |    270.24|[AGO2007] 226                        |PN?|12 59 50.49 +27 54 20.8      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
260  |    270.42|GMP 3420                             |GiC|12 59 29.52 +28 00 22.7      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
261  |    271.80|2MASX J13000538+2801282              |GiC|13 00 05.383 +28 01 28.30    |17.03 |17.106|15.92 |15.71 |15.09 |~              |  27|   0
262  |    272.25|[UBM96] 2L                           |G  |12 59 58.4 +27 54 50         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
263  |    272.32|CAIRNS J125935.57+275520.5           |GiC|12 59 35.57 +27 55 20.5      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
264  |    272.89|GMP 3377                             |G  |12 59 31.9 +28 01 28         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
265  |    273.28|[EDG2007] 586                        |*  |12 59 31.95 +28 01 29.6      |46.332|48.983|21.835|20.228|18.599|~              |   1|   0
266  |    273.65|[EDG2007] 577                        |G  |12 59 55.37 +28 03 09.0      |46.292|22.955|22.777|20.533|18.671|~              |   1|   0
267  |    274.44|[LH2011] 1917                        |GrG|13 00 00.0 +27 55 00         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
268  |    274.57|[EDG2007] 633                        |G  |12 59 33.23 +28 01 52.8      |19.579|19.771|18.966|18.488|17.723|~              |   2|   0
269  |    275.17|CAIRNS J125936.24+280231.3           |GiC|12 59 36.31 +28 02 30.9      |20.529|20.682|19.417|18.861|18.134|~              |   3|   0
270  |    275.55|[CG99] SA1656-2                      |G  |12 59 43.0 +27 54 25         |     ~|24.74 |     ~|     ~|     ~|~              |   1|   0
271  |    275.83|[EDG2007] 387                        |GiC|13 00 08.32 +27 57 17.7      |19.52 |19.21 |18.40 |17.899|17.26 |~              |   4|   0
272  |    275.99|GMP 3366                             |G  |12 59 32.856 +27 55 50.84    |     ~|21.42 |20.46 |19.93 |19.56 |~              |   2|   0
273  |    277.80|2MASS J13000364+2755351              |*  |13 00 03.64 +27 55 35.1      |14.783|14.451|13.758|13.55 |12.649|~              |   1|   0
274  |    278.43|[AGO2007] 217                        |PN?|12 59 43.42 +27 54 20.5      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
275  |    279.46|[CG99] SA1656-66                     |GrG|13 00 06.0 +28 01 30         |     ~|20.89 |     ~|     ~|     ~|~              |   1|   0
276  |    279.46|CAIRNS J125948.34+275409.6           |GiC|12 59 48.26 +27 54 10.6      |20.294|20.589|19.246|18.507|17.673|~              |   5|   0
277  |    279.65|[EDG2007] 561                        |G  |12 59 27.60 +27 58 59.1      |22.08 |49.08 |20.846|19.869|18.618|~              |   1|   0
278  |    279.94|[HVH2010] Comai J130007.727+280051.91|G  |13 00 07.727 +28 00 51.91    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
279  |    280.70|2MASS J12593492+2802234              |*  |12 59 34.93 +28 02 23.4      |20.736|20.171|18.806|17.989|17.165|~              |   1|   0
280  |    281.09|[UBM96] 10L                          |G  |12 59 42.8 +27 54 20         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
281  |    281.89|CAIRNS J125930.50+275624.0           |GiC|12 59 30.50 +27 56 24.0      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
282  |    282.16|1E 1257+28.2                         |G  |13 00 10.0 +27 58 48         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
283  |    283.12|[EDG2007] 516                        |*  |12 59 51.49 +27 54 09.3      |20.886|20.607|20.07 |19.501|20.326|~              |   1|   0
284  |    284.08|GMP 3406                             |GiC|12 59 30.257 +28 01 15.05    |19.403|19.182|18.253|17.73 |17.139|~              |  13|   0
285  |    287.06|[EDG2007] 609                        |G  |12 59 39.91 +28 03 12.4      |46.452|21.397|20.972|21.08 |21.003|~              |   1|   0
286  |    287.57|GMP 3426                             |G  |12 59 29.216 +27 56 43.26    |     ~|21.47 |20.98 |20.06 |19.65 |~              |   2|   0
287  |    287.63|[MGH2010] J125928.25+275713.4        |G? |12 59 28.25 +27 57 13.4      |     ~|     ~|     ~|     ~|23.82 |~              |   1|   0
288  |    288.29|[CTM2010] 242067                     |G  |13 00 07.95 +27 56 35.6      |     ~|     ~|     ~|21.77 |22.17 |~              |   1|   0
289  |    288.44|2MASS J12593472+2802312              |*  |12 59 34.73 +28 02 31.3      |25.548|22.42 |20.63 |19.54 |18.22 |~              |   2|   0
290  |    289.09|[UBM96] 16L                          |G  |12 59 32.205 +27 55 40.77    |     ~|     ~|     ~|24.14 |     ~|~              |   1|   0
291  |    289.55|GMP 2891                             |G  |13 00 10.5 +27 58 29         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
292  |    290.00|[AGO2007] 207                        |PN?|12 59 54.14 +27 54 09.1      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
293  |    290.34|GMP 3210                             |G  |12 59 43.8 +28 03 33         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
294  |    292.15|GMP 3424                             |GiC|12 59 29.26 +27 56 32.1      |20.097|19.713|18.773|18.085|17.416|~              |   7|   0
295  |    292.47|[UBM96] 11L                          |G  |12 59 40.4 +27 54 19         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
296  |    292.92|LEDA 126765                          |GiC|13 00 10.63 +27 59 27.7      |19.455|19.546|19.021|18.723|18.103|~              |   4|   0
297  |    293.41|RSCG 68                              |GrG|13 00 10.7 +27 58 16         |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
298  |    294.25|[AGO2007] 202                        |PN?|12 59 42.89 +27 54 06.0      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
