C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.13CEST19:32:07

*
-

Number of objects : 10000  (truncated to 10000 objects)

  #  |                 typed ident                  |                  identifier                  |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
-----|----------------------------------------------|----------------------------------------------|---|-----------------------------|------|------|------|------|------|---------------------|----|----
1413 |CPC  0  4848                                  |CPD-49 1353                                   |*  |07 46 03.58 -49 31 57.0      |     ~|10.4  |     ~|     ~|     ~|~                    |   0|   0
1414 |[CSP94] NGC 1808 58.57-36.1                   |[CSP94] NGC 1808 58.57-36.1                   |Rad|05 07 42.33 -37 30 45.6      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1415 |[CSP94] NGC 1808 58.67-32.7                   |[CSP94] NGC 1808 58.67-32.7                   |Rad|05 07 42.43 -37 30 42.2      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1416 |[CSP94] NGC 1808 58.85-36.1                   |[CSP94] NGC 1808 58.85-36.1                   |Rad|05 07 42.61 -37 30 45.6      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1417 |[CSP94] NGC 1808 59.06-37.8                   |[CSP94] NGC 1808 59.06-37.8                   |Rad|05 07 42.81 -37 30 47.3      |     ~|     ~|     ~|     ~|     ~|~                    |   3|   0
1418 |[CSP94] NGC 1808 59.09-41.2                   |[CSP94] NGC 1808 59.09-41.2                   |Rad|05 07 42.84 -37 30 50.7      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1419 |[CSP94] NGC 1808 59.16-41.0                   |[CSP94] NGC 1808 59.16-41.0                   |Rad|05 07 42.91 -37 30 50.5      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1420 |CPC  0  8437                                  |SAO 237920                                    |** |10 19 51.039 -51 34 07.12    |     ~|10.25 | 9.99 | 9.94 |     ~|~                    |   0|   0
1421 |CPC  0  9764                                  |HD 101791A                                    |*  |11 42 34.653 -51 35 50.24    |     ~| 9.822| 9.652| 9.89 |     ~|~                    |   0|   0
1422 |CPC  0 10707                                  |CPD-48 5052                                   |*  |12 49 13.2772 -49 30 11.068  |     ~|12.38 |10.83 |     ~|     ~|~                    |   0|   0
1423 |CPC  0 12446                                  |CPD-46 6869B                                  |*i*|14 35 44.7 -46 41 08         |     ~|11.1  | 8.6  |     ~|     ~|~                    |   0|   0
1424 |CPC  0 16016                                  |HD 156472                                     |** |17 20 02.36427 -46 10 11.9573|     ~| 9.4  | 8.6  |     ~|     ~|K1III+(K)            |   2|   1
1425 |LSPM J0000+0003                               |LSPM J0000+0003                               |PM*|00 00 18.06 +00 03 21.8      |     ~|15.8  |     ~|14.1  |13.0  |~                    |   1|   0
1426 |ZYCJ 0000+005                                 |ZYCJ 0000+005                                 |Q? |00 02 44.8 +00 49 02         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1427 |LSPM J0000+0041                               |NLTT 58724                                    |LM*|00 00 31.14 +00 41 08.6      |     ~|17.0  |     ~|15.5  |13.9  |M3V                  |   3|   0
1428 |WD 0000+008                                   |SDSS J000244.03+010945.8                      |WD?|00 02 44.031 +01 09 45.81    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1429 |ZYCJ 0000+019A                                |ZYCJ 0000+019A                                |Q? |00 02 35.1 +02 16 23         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1430 |ZYCJ 0000+019B                                |ZYCJ 0000+019B                                |Q? |00 02 38.1 +02 16 03         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1431 |BWE 0000+0158                                 |GB6 B0000+0158                                |Rad|00 03 13.90 +02 15 06.0      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1432 |LBQS 0000+0159                                |LBQS 0000+0159                                |QSO|00 02 38.0252 +02 15 58.514  |     ~|     ~|18.4  |     ~|     ~|~                    |   5|   0
1433 |ZYCJ 0000+022                                 |ZYCJ 0000+022                                 |Q? |00 02 59.8 +02 28 52         |     ~|18.0  |     ~|     ~|     ~|~                    |   0|   0
1434 |ZYCJ 0000+023                                 |ZYCJ 0000+023                                 |Q? |00 02 58.7 +02 39 43         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1435 |QSO B0000+025                                 |QSO B0000+025                                 |QSO|00 02 57.9 +02 48 38         |     ~|18.88 |18.71 |     ~|     ~|~                    |   2|   0
1436 |QSO B0000+025B                                |QSO B0000+025B                                |QSO|00 03 19.8 +02 51 34         |     ~|     ~|18.0  |     ~|     ~|~                    |   2|   0
1437 |ZYCJ 0000+030                                 |ZYCJ 0000+030                                 |Q? |00 02 35.1 +03 18 24         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1438 |LSPM J0000+0313                               |LSPM J0000+0313                               |PM*|00 00 40.45 +03 13 42.4      |     ~|18.3  |     ~|16.4  |14.6  |~                    |   1|   0
1439 |BWE 0000+0326                                 |PMN J0003+0342                                |Rad|00 03 28.0 +03 42 42         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1440 |ZwCl 0000+0452                                |ZwCl 0000+0452                                |ClG|00 03 24.0 +05 09 00         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1441 |Zel 0000+074                                  |Zel 0000+074                                  |Rad|00 03 12.0 +07 46 30         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1442 |ZwCl 0000+0810                                |ZwCl 0000+0810                                |ClG|00 02 36.0 +08 27 00         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1443 |LSPM J0000+0812                               |LSPM J0000+0812                               |PM*|00 00 52.70 +08 12 44.5      |     ~|19.6  |     ~|18.0  |17.3  |~                    |   1|   0
1444 |LSPM J0000+0852                               |LSPM J0000+0852                               |PM*|00 00 50.69 +08 52 54.1      |     ~|17.4  |     ~|15.6  |13.9  |~                    |   1|   0
1445 |EQ 0000+110                                   |EQ 0000+110                                   |Rad|00 03 17.6 +11 16 00         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1446 |Zel 0000+111                                  |Zel 0000+111                                  |Rad|00 03 18.0 +11 24 12         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1447 |LSPM J0000+1121                               |LSPM J0000+1121                               |PM*|00 00 03.77 +11 21 47.2      |     ~|17.5  |     ~|16.1  |15.4  |~                    |   1|   0
1448 |TXS 0000+121                                  |TXS 0000+121                                  |Rad|00 02 48.6 +12 28 10         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1449 |Zel 0000+125                                  |Zel 0000+125                                  |Rad|00 02 48.0 +12 46 48         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1450 |TXS 0000+136                                  |TXS 0000+136                                  |Rad|00 03 23.8 +13 55 05         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1451 |WD 0000+136                                   |SDSS J000252.77+135332.0                      |WD*|00 02 52.779 +13 53 32.03    |     ~|     ~|     ~|     ~|     ~|DA                   |   4|   0
1452 |LSPM J0000+1348                               |LSPM J0000+1348                               |PM*|00 00 05.39 +13 48 00.7      |     ~|17.8  |     ~|14.7  |13.3  |~                    |   1|   0
1453 |LSPM J0000+1353                               |LSPM J0000+1353                               |PM*|00 00 45.30 +13 53 23.0      |     ~|17.7  |     ~|15.7  |14.0  |~                    |   1|   0
1454 |LSPM J0000+1434                               |G 30-37                                       |PM*|00 00 51.98 +14 34 02.9      |     ~|14.24 |13.05 |12.3  |11.0  |~                    |   1|   0
1455 |BWE 0000+1549                                 |GB6 B0000+1548                                |Rad|00 02 39.60 +16 05 40.0      |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1456 |BWE 0000+1612                                 |GB6 B0000+1612                                |Rad|00 03 15.71 +16 29 44.9      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
1457 |LSPM J0000+1628                               |LSPM J0000+1628                               |PM*|00 00 40.05 +16 28 04.7      |     ~|20.6  |     ~|19.0  |15.9  |~                    |   1|   0
1458 |PG 0000+172                                   |PG 0000+172                                   |WD*|00 02 34.898 +17 27 19.83    |     ~|15.80 |15.8  |     ~|     ~|DA2.4                |   7|   0
1459 |LSPM J0000+1726                               |LSPM J0000+1726                               |PM*|00 00 33.20 +17 26 51.5      |     ~|17.8  |     ~|15.7  |14.5  |~                    |   1|   0
1460 |LSPM J0000+1906                               |LSPM J0000+1906                               |PM*|00 00 29.035 +19 06 40.29    |     ~|19.5  |     ~|18.2  |19.1  |~                    |   1|   0
1461 |KUG 0000+222                                  |LEDA 225                                      |PaG|00 03 21.11 +22 29 34.1      |     ~|17.0  |     ~|     ~|     ~|~                    |   0|   0
1462 |LSPM J0000+2215                               |LSPM J0000+2215                               |PM*|00 00 55.87 +22 15 21.9      |     ~|19.0  |     ~|16.9  |14.5  |~                    |   1|   0
1463 |HS 0000+2422                                  |MCG+04-01-019                                 |G  |00 05 00.163 +22 07 56.01    |     ~|15.6  |     ~|     ~|     ~|~                    |   4|   0
1464 |IRAS F00000+2512                              |IRAS F00000+2512                              |IR |00 02 37.3 +25 29 08         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1465 |IDS 00000+2946                                |IDS 00000+2946                                |** |00 05 09.24 +30 19 44.5      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1466 |[PSW80] 0000+302                              |[PSW80] 0000+302                              |Rad|00 02 49.9 +30 32 55         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1467 |[PSW80] 0000+304                              |[PSW80] 0000+304                              |Rad|00 02 51.8 +30 43 55         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1468 |[DSL2000] 0000+305                            |[DSL2000] 0000+305                            |Rad|00 02 59.0 +30 44 24         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
1469 |[PSW80] 0000+306                              |[PSW80] 0000+306                              |Rad|00 03 18.8 +30 55 58         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1470 |TXS 0000+310                                  |TXS 0000+310                                  |Rad|00 02 34.4 +31 18 03         |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
1471 |LSPM J0000+3149                               |G 130-33                                      |PM*|00 00 21.72 +31 49 40.4      |     ~|16.00 |14.37 |13.1  |11.5  |~                    |   1|   0
1472 |LSPM J0000+3400                               |LSPM J0000+3400                               |PM*|00 00 04.56 +34 00 49.7      |     ~|21.2  |     ~|19.3  |16.7  |~                    |   1|   0
